Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_ABK,OWID_CZS,OWID_GDR,OWID_GFR,OWID_KOS,OWID_SOS,OWID_WRL,OWID_YGS,OWID_YPR,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1989,5411.0,2873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,0.0,28.0,0.0,380.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6602.0,207.0,0.0,0.0,18767.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,48.0,0.0,0.0,1794.0,0.0,0.0,50.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,812.0,0.0,0.0,0.0,0.0,30.0,1070.0,27.0,0.0,0.0,0.0,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1498.0,0.0,0.0,1552.0,121.0,0.0,0.0,0.0,361.0,170.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67346.0,0.0,0.0,114.0,920.0,1917.0,937.0,0.0,0.0,0.0,0.0,0.0,150.0,59.0,0.0,448.0,0.0,0.0,0.0,3609.0,128.0,0.0,0.0,0.0,4924.0,0.0,1061.0,0.0,3907.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,1048.0,0.0,0.0,0.0,97.0,0.0,58.0,0.0,0.0,0.0,0.0,281.0,86.0,37.0
1990,1514.0,2609.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,147.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30702.0,0.0,0.0,0.0,19154.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,0.0,0.0,0.0,0.0,0.0,192.0,4785.0,0.0,31.0,117.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,377.0,0.0,0.0,0.0,1329.0,249.0,1888.0,3729.0,0.0,0.0,0.0,4819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,770.0,0.0,0.0,1759.0,27.0,0.0,0.0,0.0,0.0,200.0,80.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95411.0,0.0,0.0,379.0,0.0,1222.0,1351.0,0.0,55.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2647.0,0.0,1063.0,60.0,0.0,0.0,0.0,849.0,0.0,2700.0,0.0,4272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,19.0,0.0,0.0,8.0,0.0,39.0,0.0,612.0,0.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1437.0,40.0,14.0
1991,3553.0,516.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,258.0,342.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0,0.0,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,34.0,0.0,0.0,6042.0,0.0,45.0,0.0,6388.0,0.0,0.0,0.0,0.0,26.0,139.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,3171.0,270.0,0.0,132.0,3680.0,0.0,44.0,24496.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,460.0,0.0,40.0,574.0,0.0,0.0,0.0,6646.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,1361.0,0.0,0.0,1961.0,0.0,0.0,0.0,0.0,0.0,40.0,380.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83952.0,0.0,0.0,27.0,0.0,1334.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1085.0,96.0,359.0,0.0,0.0,0.0,1222.0,88.0,0.0,8455.0,32.0,4206.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,95.0,63.0,2.0,0.0,0.0,294.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0
1992,4366.0,2346.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,2834.0,61.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,26868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,67.0,0.0,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,0.0,771.0,63.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,291.0,0.0,0.0,0.0,4105.0,0.0,59.0,843.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,151.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,119.0,447.0,0.0,0.0,0.0,4444.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1697.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,29.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75567.0,0.0,0.0,50.0,0.0,1181.0,430.0,0.0,60.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,647.0,0.0,968.0,127.0,0.0,2.0,518.0,0.0,0.0,4729.0,0.0,3346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,0.0,3859.0,0.0,39.0,0.0,0.0,0.0,1853.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,706.0,0.0,0.0
1993,4097.0,12397.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1187.0,10212.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13786.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,3337.0,135.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,826.0,0.0,103.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,32.0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,373.0,37.0,0.0,0.0,2261.0,0.0,173.0,365.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,148.0,2664.0,0.0,0.0,0.0,2075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73776.0,0.0,0.0,33.0,0.0,779.0,296.0,0.0,34.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,145.0,977.0,0.0,148.0,282.0,0.0,0.0,639.0,0.0,0.0,478.0,0.0,5877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,48.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,2733.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,889.0,1.0,0.0
1994,9055.0,4009.0,0.0,0.0,0.0,86.0,30.0,0.0,0.0,0.0,1477.0,926.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,7301.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,89.0,309.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1916.0,0.0,145.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,3.0,44.0,0.0,0.0,1383.0,0.0,0.0,993.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,131.0,4155.0,0.0,0.0,0.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,709.0,0.0,759.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823499.0,0.0,0.0,161.0,0.0,325.0,265.0,0.0,26.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,473.0,772413.0,0.0,467.0,0.0,0.0,0.0,2070.0,0.0,0.0,625.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,4159.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,1489.0,509.0,0.0,0.0
1995,5610.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17252.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,37.0,0.0,523.0,0.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3035.0,11.0,227.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,52.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,963.0,0.0,0.0,11.0,1021.0,0.0,0.0,1405.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,723.0,0.0,0.0,0.0,0.0,0.0,109.0,2285.0,24.0,0.0,0.0,4952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62301.0,0.0,0.0,111.0,0.0,266.0,177.0,0.0,29.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1891.0,4230.0,0.0,332.0,299.0,0.0,0.0,3194.0,0.0,0.0,443.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,368.0,0.0,27.0,0.0,0.0,0.0,3742.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0
1996,3574.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18183.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,34285.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.0,0.0,149.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0.0,42.0,852.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,841.0,0.0,0.0,0.0,1.0,0.0,193.0,3069.0,0.0,0.0,0.0,4097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87379.0,0.0,0.0,47.0,0.0,80.0,180.0,0.0,106.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,2763.0,876.0,0.0,340.0,0.0,0.0,0.0,920.0,0.0,0.0,939.0,0.0,2374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,2790.0,0.0,0.0,0.0,0.0,0.0,3763.0,0.0,0.0,0.0,1771.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0
1997,6719.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13897.0,10426.0,850.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,143.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,1390.0,0.0,37.0,1608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,22.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,562.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65884.0,0.0,0.0,120.0,0.0,93.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7201.0,0.0,1230.0,358.0,0.0,0.0,1218.0,0.0,0.0,268.0,0.0,3574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,3.0,87.0,0.0,80.0,0.0,0.0,0.0,2587.0,0.0,0.0,3.0,1352.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,12158.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,51.0,7693.0,3763.0,1595.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3281.0,0.0,27.0,792.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,29.0,38.0,0.0,12.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1489.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,3822.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,323.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,61099.0,0.0,0.0,130.0,0.0,25.0,123.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.0,0.0,2053.0,336.0,0.0,0.0,5141.0,0.0,0.0,312.0,12.0,3887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,33.0,600.0,0.0,72.0,0.0,0.0,0.0,2049.0,0.0,0.0,0.0,1184.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
