Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_USS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1975,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1976,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1977,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1978,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1979,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1980,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1981,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1982,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,
1983,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.003,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.003,,,0.0,,,0.0,,,,0.0,,
1984,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.001010101,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.006311111,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0053010103,,,0.0,,,0.0,,,,0.0,,
1985,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.001010101,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.011747475,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0107373735,0.0,,0.0,,,0.0,,,,0.0,,
1986,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.001010101,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.015183838,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.014173738,0.0,,0.0,,,0.0,,,,0.0,,
1987,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.01060303,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.01060303,0.0,,0.0,,,0.0,,,,0.0,,
1988,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.001010101,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.010195959,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.009185859,0.0,,0.0,,,0.0,,,,0.0,,
1989,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.006060606,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002020202,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.26222324,0.0,,0.0,0.0,,0.0,,,0.001010101,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.2531323,0.0,,0.0,,,0.0,,,,0.0,,
1990,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.001,0.0,0.002,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.01,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.001,0.0,,,,,,0.001,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.001,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.38824996,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.37079495,0.0,,0.0,,,0.0,,,,0.0,,
1991,,,,,0.0,0.0,,,,0.00545,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.002,0.0,0.002,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.01,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.001,0.0,,,,,,0.001,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.002,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.50522286,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.4782529,0.0,,0.0,,,0.0,,,,0.0,,
1992,,,,,0.0,0.0,,,,0.0121,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.002052632,0.003,0.0,0.003,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.01,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,0.0105,0.0,,,,,,0.002,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.003,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.4665791,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.40884447,0.0,,0.0,,,0.0,,,,0.0,,
