Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AZE,BDI,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DJI,DMA,DOM,DZA,ECU,EGY,ERI,EST,ETH,FJI,FSM,GAB,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,JAM,JOR,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NPL,NRU,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1970,,177810000.0,-470000.0,,35780000.0,-34630000.0,,,,132179990.0,107890000.0,156080000.0,,,6980000.0,580000.0,,,51800000.0,90000.0,183840000.0,785290000.0,18410000.0,90000.0,1800000.0,107850000.0,102810000.0,343500000.0,,375380000.0,421820000.0,656250000.0,109820000.0,772930000.0,55900000.0,,70330000.0,12130000.0,,43350000.0,,83430000.0,,196800000.0,853090050.0,127160000.0,1196449900.0,,,272989980.0,60760000.0,,170020000.0,,402650000.0,23690000.0,74060000.0,10900000.0,,,,83900000.0,119120000.0,11080000.0,81920000.0,,39320000.0,,3194200000.0,5318970400.0,164980000.0,56680000.0,423800000.0,69030000.0,540450000.0,,447109980.0,,139870000.0,19230000.0,,1694380000.0,2340000.0,413989980.0,129170000.0,75280000.0,31870000.0,,354560000.0,64199996.0,,,1400000.0,557490000.0,,342260000.0,1810000.0,216650000.0,,,155320000.0,168900000.0,165280000.0,,,264700020.0,830000.0,53260000.0,47710000.0,286340000.0,208080000.0,,161090000.0,219620000.0,761380030.0,125370000.0,142280000.0,,630000.0,,41082690000.0,2690060000.0,89170000.0,291740000.0,302980000.0,,1249630000.0,,,87000000.0,,138760000.0,410000.0,,,164420000.0,9930000.0,58420000.0,298760000.0,239740000.0,73000000.0,44580000.0,81850000.0,197160000.0,,,,218220000.0,,,47440000.0,35850000.0,152150000.0,,161690000.0,122880000.0,496010020.0,,,,11890000.0,40190000.0,731320000.0,1135280000.0,,359570020.0,248540000.0,,78360000.0,,,33680000.0,,2428760000.0,28240000.0,6710000.0,119030000.0,,104400000.0,4840000.0
1971,,262350000.0,-100000.0,,35560000.0,32490002.0,,,,148690000.0,194530000.0,189510000.0,130520010.0,,30020000.0,1820000.0,,,39440000.0,,183860000.0,643500000.0,33580000.0,330000.0,1080000.0,128570010.0,102310000.0,170210000.0,,339630000.0,322040000.0,731140030.0,115840000.0,575140030.0,58510000.0,,79780000.0,15320000.0,,37650000.0,,70440000.0,,130190000.0,814140000.0,131090000.0,879300000.0,190000.0,,276570020.0,81720000.0,,159490000.0,,369130020.0,30910000.0,58210000.0,23480000.0,1330000.0,,,64860000.0,100250000.0,28410000.0,65850000.0,,33439998.0,,3738780000.0,6110930000.0,70440000.0,104950000.0,450440000.0,113040000.0,378920000.0,,473109980.0,,236510000.0,20310000.0,,1930410000.0,3230000.0,404380000.0,37600000.0,69730000.0,21830000.0,,359070000.0,113860000.0,,,1510000.0,801880000.0,,316000000.0,6600000.0,119090000.0,,,192790000.0,117050000.0,276360000.0,,,278480000.0,1180000.0,94100000.0,64620004.0,224190000.0,295730020.0,,252880000.0,262890020.0,647050000.0,81310000.0,145680000.0,,12810000.0,,43804590000.0,2605090000.0,105100000.0,237150000.0,437700000.0,,1122420100.0,,,93160000.0,,129780000.0,630000.0,,,177260000.0,12280000.0,62930000.0,352860000.0,233190000.0,56720000.0,66080000.0,60770000.0,209230000.0,,,,210780000.0,,,10680000.0,62580000.0,138600000.0,,202320000.0,124140000.0,379090000.0,,,,5570000.0,27920000.0,651850000.0,1226130000.0,,402560000.0,215900000.0,,51960000.0,,,50420000.0,,2478790100.0,36500000.0,7140000.0,211070000.0,,159090000.0,4800000.0
1972,,301290020.0,710000.0,,26750000.0,8960000.0,,,,158770000.0,118140000.0,200160000.0,1263100000.0,,17010000.0,8460000.0,,,27380000.0,70000.0,250470000.0,509940000.0,31010000.0,129999.99,1280000.0,181810000.0,149760000.0,216830000.0,,278850020.0,371500000.0,731840000.0,135660000.0,550010000.0,57790000.0,,83230000.0,19910000.0,,43830000.0,,75740000.0,,124700000.0,631500000.0,109240000.0,800190000.0,,,260890020.0,58370000.0,,159900000.0,,326080000.0,30840000.0,26680000.0,30690000.0,,,,97880000.0,71050000.0,20250000.0,86980000.0,,37790000.0,,2843240000.0,3649050000.0,61100000.0,131110000.0,470210000.0,101130000.0,585290000.0,,460300000.0,,357840000.0,30700000.0,,1932459900.0,3360000.0,353020000.0,83330000.0,66680000.0,44420000.0,,319400000.0,87760000.0,,,510000.0,557130000.0,,330950000.0,4300000.0,129390000.0,,,221630000.0,93740000.0,257160000.0,,,286589980.0,1170000.0,77470000.0,62970000.0,238260000.0,315309980.0,100000.0,311420000.0,252070000.0,474460000.0,59190000.0,169230000.0,,55880000.0,,42314770000.0,1729870000.0,66239996.0,218040000.0,906320000.0,,1341030000.0,,,84810000.0,,155600000.0,1130000.0,,,186170000.0,12920000.0,367440000.0,275750000.0,201040000.0,91760000.0,59140000.0,85930000.0,182930000.0,,,,231920000.0,,,53540000.0,64150000.0,314090000.0,,178930000.0,127090000.0,302510000.0,,,,8500000.0,18610000.0,620920000.0,1240970000.0,,349410020.0,251440000.0,,113940000.0,,,48830000.0,,2911070000.0,44560000.0,15670000.0,296230000.0,,140030000.0,5460000.0
1973,,271360000.0,1070000.0,,3950000.0,67059996.0,,50000.0,,143180000.0,136550000.0,295029980.0,2079700000.0,,71850000.0,2460000.0,,,30180000.0,,118910000.0,316600000.0,25790000.0,830000.0,3180000.0,181900000.0,129509990.0,196320000.0,,311400000.0,304900000.0,708390000.0,132360000.0,620500000.0,82380000.0,,79030000.0,24380000.0,,41050000.0,,90230000.0,450000.0,93950000.0,604890000.0,146740000.0,4425070000.0,3080000.0,,331109980.0,91160000.0,,209370000.0,,207620000.0,43110000.0,60530000.0,35750000.0,50000.0,5030000.0,250000.0,87640000.0,38950000.0,3450000.0,67510000.0,,38060000.0,,2911330000.0,3995020000.0,-14560000.0,69140000.0,884410000.0,80660000.0,1016619970.0,,513919970.0,,691930000.0,40180000.0,50000.0,1304970000.0,1980000.0,355770000.0,61720000.0,50260000.0,73880000.0,450000.0,274980000.0,77640000.0,,,600000.0,454340000.0,,265010020.0,3400000.0,68040000.0,,,371600000.0,159030000.0,323060000.0,,,310970020.0,790000.0,154420000.0,74650000.0,176860000.0,229930000.0,,345340000.0,366940000.0,400290020.0,133090000.0,170400000.0,,112620000.0,,49561640000.0,1419660000.0,107150000.0,388460000.0,1020660000.0,,1001240000.0,,,72400000.0,,233660000.0,1490000.0,,,205550000.0,13660000.0,191170000.0,409330000.0,156350000.0,79360000.0,70700000.0,60520000.0,276750000.0,,,,159790000.0,,,61440000.0,54980000.0,2119100200.0,,232220000.0,130450000.0,296260000.0,,,,8330000.0,11030000.0,654219970.0,406090000.0,,478850020.0,112350000.0,,85790000.0,,600000.0,41970000.0,,2256440000.0,50270000.0,17250000.0,317440000.0,,246210000.0,5280000.0
1974,,218350000.0,1810000.0,,2720000.0,70510000.0,,17750000.0,,175070000.0,152630000.0,454410020.0,2385830100.0,,170580000.0,2430000.0,,,35290000.0,190000.0,241820000.0,577060000.0,17580000.0,870000.0,2810000.0,175170000.0,173730000.0,70370000.0,,353140000.0,281960000.0,812349950.0,175830000.0,388250000.0,122260000.0,,73550000.0,60360000.0,10260000.0,100570000.0,,130429990.0,19600000.0,71610000.0,576330050.0,128360000.0,6167150000.0,9670000.0,,542030000.0,79490000.0,,110220000.0,,160130000.0,41160000.0,87480000.0,50450000.0,45220000.0,71450000.0,10250000.0,97020000.0,54150000.0,3540000.0,86940000.0,,57110000.0,,2821260000.0,5690860000.0,42750000.0,19320000.0,511570020.0,102420000.0,1396800000.0,,560730000.0,,1340050000.0,33810000.0,21690000.0,1041349950.0,1660000.0,258390020.0,630190000.0,65320000.0,63310000.0,39550000.0,334340000.0,101710000.0,,,129999.99,509930000.0,,292660000.0,2870000.0,103450000.0,,,540440000.0,111310000.0,276600000.0,,,327130020.0,3460000.0,447700000.0,122600000.0,214940000.0,301390000.0,,277260000.0,626669950.0,322930000.0,133710010.0,143100000.0,,763680000.0,,60387398000.0,2091750000.0,70120000.0,296530000.0,649150000.0,,1134900000.0,,,100670000.0,,169510000.0,2290000.0,,,215160000.0,16120001.0,942430000.0,632530050.0,91270000.0,73600000.0,45170000.0,42840000.0,379660000.0,,,,225230000.0,,,75750000.0,52800000.0,3471370200.0,14880000.0,366829980.0,178620000.0,319700000.0,,,40000.0,14970000.0,16120001.0,778789950.0,201490000.0,,702770050.0,75800000.0,,23500000.0,,21060000.0,23450000.0,10380000.0,3055939800.0,83650000.0,27070000.0,821960000.0,,277190000.0,8330000.0
1975,,264500000.0,19230000.0,,16049999.0,47340000.0,,9860000.0,,188190000.0,213830000.0,346630000.0,4230750000.0,,103350000.0,2750000.0,,,40570000.0,100000.0,189590000.0,523140000.0,17680000.0,730000.0,8870000.0,207870000.0,210120000.0,451540000.0,,379770000.0,425640000.0,998180000.0,212140000.0,284520000.0,79040000.0,34180000.0,86540000.0,68870000.0,6950000.0,126590000.0,,120730000.0,35290000.0,80300000.0,893880000.0,155890000.0,9945500000.0,6420000.0,,523190000.0,95910000.0,,222870000.0,,497000000.0,15790000.0,97670000.0,35860000.0,79210000.0,8630000.0,11470000.0,119590000.0,42020000.0,-6610000.0,151350000.0,,161390000.0,,2638210000.0,6456110000.0,7260000.0,432130020.0,1857050100.0,81690000.0,1967020000.0,,501690020.0,,324549980.0,29210000.0,7730000.0,965770050.0,1290000.0,142820000.0,58580000.0,79600000.0,6360000.0,41700000.0,561130000.0,123160000.0,,,80000.0,1014789950.0,,331200000.0,12770000.0,87500000.0,,,577510000.0,144110000.0,214540000.0,,,323750000.0,72820000.0,334940000.0,114800000.0,274370000.0,390560000.0,,226540000.0,537720000.0,323269980.0,108780000.0,167150000.0,40000.0,555820000.0,,68372760000.0,2933670000.0,88590000.0,262579980.0,700070000.0,,1265490000.0,,,66180000.0,,251880000.0,3040000.0,,,357269980.0,12140000.0,1169670000.0,534330020.0,45500000.0,112770000.0,65650000.0,68740000.0,667390000.0,,,3320000.0,209950000.0,,,58710000.0,38670000.0,3280100000.0,16880000.0,263010020.0,163610000.0,332930000.0,,,980000.0,16750000.0,18530000.0,816669950.0,218770000.0,200000.0,1135750000.0,205390000.0,,19320000.0,,28820000.0,14870000.0,12550000.0,1499870000.0,58450000.0,55850000.0,1000789950.0,,355840000.0,18980000.0
1976,,269709980.0,64780000.0,,3820000.0,54970000.0,,13570000.0,,174030000.0,200730000.0,304010020.0,1889830000.0,,625330050.0,2380000.0,,,55630000.0,170000.0,213040000.0,353500000.0,21660000.0,510000.0,13520000.0,189390000.0,149030000.0,43380000.0,,420850020.0,521229980.0,733789950.0,277709980.0,260290020.0,95180000.0,92610000.0,54090000.0,160340000.0,9700000.0,218850000.0,,99150000.0,19610000.0,91260000.0,530820000.0,186920000.0,9292160000.0,,,546210050.0,121370000.0,,120700000.0,,242220000.0,16389999.0,39780000.0,46920000.0,89530000.0,1610000.0,10140000.0,191140000.0,83990000.0,10660000.0,114080000.0,,205580000.0,,2420150000.0,6852040000.0,-18500000.0,76150000.0,2433650000.0,75520000.0,2201990000.0,,619610000.0,,2780000.0,21590000.0,12670000.0,814610000.0,680000.0,102200000.0,155500000.0,100920000.0,35870000.0,33610000.0,612390000.0,111820000.0,,,,943430000.0,,244750000.0,12420000.0,79920000.0,,,335480000.0,129500000.0,243210000.0,,13010000.0,338400000.0,253850000.0,794580030.0,67450000.0,268780000.0,243700000.0,,163850000.0,500600000.0,198870000.0,101480000.0,172330000.0,,653140030.0,,64016990000.0,3885540000.0,111930000.0,286860000.0,682390000.0,,931419970.0,,,83780000.0,,274390000.0,4780000.0,,,301460000.0,6890000.0,1033490000.0,449760000.0,40330000.0,104380000.0,51650000.0,65600000.0,412250000.0,,,44770000.0,394660000.0,,,54260000.0,40170000.0,3040370200.0,20770000.0,229820000.0,171850000.0,634050000.0,,,1780000.0,21220000.0,16410000.0,829370000.0,553460030.0,16250000.0,983560000.0,82440000.0,,26160000.0,,20910000.0,-57290000.0,14290000.0,810520000.0,130649990.0,43820000.0,1850830000.0,,257859980.0,31500000.0
1977,,293630000.0,167790000.0,,122620000.0,55980000.0,,20780000.0,,164840000.0,174730000.0,393170020.0,2762230000.0,,170700000.0,1700000.0,,,39840000.0,330000.0,242480000.0,224450000.0,17070000.0,300000.0,10860000.0,171730000.0,156740000.0,39610000.0,,368760000.0,654619970.0,895450000.0,168120000.0,140340000.0,45370000.0,89420000.0,60040000.0,147950000.0,6680000.0,337200000.0,,157680000.0,21130000.0,53070000.0,432120000.0,118250000.0,9320691000.0,7490000.0,,393309980.0,104990000.0,,91400000.0,,322490000.0,22350000.0,77820000.0,82740000.0,134300000.0,2970000.0,12630000.0,148440000.0,39770000.0,8160000.0,116510000.0,,228210000.0,,1696750000.0,3631480000.0,119780000.0,249940000.0,2832230000.0,87410000.0,1564439900.0,,578030000.0,,1160000.0,29100000.0,9010000.0,790330050.0,1630000.0,101450000.0,484470000.0,112660000.0,28510000.0,16459999.0,609570000.0,135090000.0,,,,2111629800.0,,219740000.0,13180000.0,62970000.0,,,391970020.0,120220000.0,318950000.0,,12010000.0,325800000.0,271029980.0,633320000.0,81600000.0,307770000.0,252760000.0,,261459980.0,337989980.0,149640000.0,84700000.0,265440000.0,40000.0,1283770000.0,,61489090000.0,2116689900.0,85830000.0,325340000.0,626290000.0,,997510000.0,,,105250000.0,,277460000.0,2900000.0,,,331610000.0,23450000.0,1087450000.0,420780000.0,37780000.0,80260000.0,96220000.0,88150000.0,851170000.0,,,10830000.0,299690020.0,,,117650000.0,51320000.0,3655290000.0,17270000.0,296130020.0,225710000.0,444100000.0,,,,28840000.0,7380000.0,840720000.0,348790000.0,11850000.0,1170030100.0,63260000.0,,48110000.0,,16709999.0,-30410000.0,10190000.0,946550000.0,66190004.0,71010000.0,1591300100.0,,392300000.0,30120000.0
1978,,230850000.0,135700000.0,,4710000.0,46960000.0,,12890000.0,,220360000.0,189890000.0,484060000.0,2993730000.0,,259920020.0,2580000.0,,,65040000.0,510000.0,351760000.0,228800000.0,30300000.0,290000.0,9870000.0,221610000.0,151980000.0,17560000.0,,386140000.0,543890000.0,923500000.0,242930000.0,174140000.0,43310000.0,107690000.0,93380000.0,147070000.0,11820000.0,152590000.0,,314860000.0,27260000.0,63230000.0,544400000.0,91310000.0,8368880000.0,15210000.0,,429400000.0,99630000.0,,126310000.0,,357020000.0,14400000.0,189100000.0,113050000.0,152340000.0,1820000.0,8550000.0,101010000.0,92650000.0,6960000.0,157140000.0,,235020000.0,,1777540100.0,3613250000.0,667349950.0,194170000.0,2961790000.0,391200000.0,1474010000.0,,785030000.0,,740000.0,38720000.0,7740000.0,458589980.0,2490000.0,200570000.0,726410000.0,144960000.0,19360000.0,12420000.0,899880000.0,166370000.0,,,,1287300100.0,,286810000.0,22520000.0,48540000.0,,,476260000.0,129360000.0,576710000.0,,10490000.0,335600000.0,326440000.0,748669950.0,135380000.0,327040000.0,209870000.0,,322560000.0,475910000.0,122970000.0,94640000.0,220430000.0,,187390000.0,,71825244000.0,1970199900.0,67970000.0,400589980.0,728370000.0,,1029400000.0,,154300000.0,82020000.0,,253770000.0,370000.0,,,377220000.0,17790000.0,1158180100.0,661020000.0,15970000.0,102570000.0,123730000.0,95810000.0,822810000.0,,,12160000.0,182880000.0,,,145340000.0,58480000.0,2841650000.0,11270000.0,378920000.0,308740000.0,715130000.0,,,40000.0,30800000.0,10260000.0,932619970.0,491869980.0,11060000.0,1285140000.0,123520000.0,,14170000.0,,17340000.0,-54720000.0,4670000.0,1235750000.0,71810000.0,54780000.0,1217290000.0,,572720000.0,35460000.0
1979,,270950000.0,116350000.0,,17930000.0,70430000.0,,10430000.0,,248850000.0,232780000.0,532410000.0,3062260000.0,,369709980.0,2510000.0,,,66410004.0,420000.0,338950000.0,209410000.0,19520000.0,250000.0,13900000.0,276640000.0,214950000.0,-88580000.0,44560000.0,410940000.0,733590000.0,1077320000.0,234920000.0,102770000.0,52570000.0,83590000.0,78860000.0,123050000.0,2310000.0,84920000.0,,58250000.0,28490000.0,134630000.0,270530000.0,144940000.0,4420860000.0,11300000.0,,520549980.0,101980000.0,,94050000.0,,480429980.0,21040000.0,153300000.0,96900000.0,137040000.0,7350000.0,8040000.0,118540000.0,85990000.0,31700000.0,201640000.0,,214670000.0,,1913550100.0,3805409800.0,12880000.0,74020000.0,3617580000.0,325280000.0,4011770000.0,,948460000.0,,305140000.0,29040000.0,5600000.0,343989980.0,3000000.0,133570010.0,342530000.0,222270000.0,10230000.0,6670000.0,834770050.0,188790000.0,,,50000.0,1429740000.0,,365410020.0,17030000.0,177690000.0,,,511840000.0,144510000.0,847909950.0,,9280000.0,342440000.0,390070000.0,477160000.0,85470000.0,402470000.0,308400000.0,,355980000.0,454920000.0,71260000.0,227170000.0,352260000.0,60000.0,665840000.0,,72508790000.0,1892160000.0,58530000.0,504700000.0,710450000.0,,923550000.0,,,64019996.0,,344280000.0,420000.0,,,390940000.0,26450000.0,1901460000.0,844789950.0,13040000.0,75350000.0,145640000.0,100430000.0,760900030.0,,,7780000.0,233020000.0,,,139360000.0,70950000.0,5634350000.0,7400000.0,233590000.0,297029980.0,980550000.0,,,1150000.0,65940004.0,9490000.0,533940000.0,1578040000.0,13470000.0,1569400000.0,134119990.0,,17990000.0,,18230000.0,25740000.0,5510000.0,983940030.0,106310000.0,78540000.0,983260000.0,,776120000.0,39240000.0
1980,,72260000.0,122110000.0,,9750000.0,102950000.0,,14330000.0,,280880000.0,217850000.0,511640000.0,3066620200.0,,515740000.0,3550000.0,,,36210000.0,700000.0,350120000.0,181080000.0,17880000.0,80000.0,20810000.0,262980020.0,251400000.0,-23540000.0,159330000.0,480400000.0,635680000.0,1019490000.0,210860000.0,96610000.0,104040000.0,149090000.0,59660000.0,110730000.0,3710000.0,135450000.0,,174220000.0,45770000.0,185030000.0,477029980.0,78790000.0,3672429800.0,11690000.0,,522170000.0,99120000.0,,123820000.0,,482130020.0,27210000.0,222800000.0,133539990.0,137800000.0,22770000.0,9830000.0,109310000.0,69940000.0,26610000.0,223970000.0,,245570000.0,,2286910000.0,5451960000.0,64339996.0,28940000.0,2458640000.0,279240000.0,3949440000.0,,976909950.0,,670870000.0,47930000.0,15870000.0,328370000.0,24310000.0,104570000.0,739850000.0,247260000.0,32119998.0,22230000.0,950920000.0,237220000.0,,,11080000.0,2854310100.0,,560290000.0,52340000.0,160740000.0,,,665830000.0,42060000.0,698130000.0,,5990000.0,306700000.0,403580000.0,435010020.0,80460000.0,354790000.0,319480000.0,,421360000.0,395000000.0,83110000.0,478320000.0,377540000.0,90000.0,547550000.0,,79737500000.0,2878490000.0,64750000.0,464269980.0,715770050.0,,925890000.0,,,71470000.0,,339240000.0,1240000.0,,,378930000.0,29770000.0,1690580000.0,628229950.0,33130002.0,106480000.0,221200000.0,223990000.0,1229280000.0,,,9530000.0,191680000.0,,,123680000.0,51340000.0,4775870000.0,8300000.0,88280000.0,219070000.0,993370000.0,,,960000.0,42850000.0,9250000.0,562780000.0,2401420000.0,13060000.0,1657280000.0,289860000.0,,20640000.0,,24930000.0,43990000.0,11430000.0,616909950.0,103450000.0,58320000.0,1429910000.0,,785570000.0,403429980.0
1981,,58990000.0,150510000.0,,-880000.0,95640000.0,,23740000.0,,328350000.0,215880000.0,571510000.0,2723040000.0,,507760000.0,3620000.0,,,29140000.0,540000.0,316840000.0,576870000.0,27420000.0,410000.0,25780000.0,251260000.0,260160000.0,3970000.0,1219690000.0,323970020.0,515080030.0,1036990000.0,205460000.0,141930000.0,119730000.0,129399990.0,81460000.0,70610000.0,2660000.0,123560000.0,,165480000.0,40060000.0,163320000.0,468850020.0,92780000.0,3346130000.0,14450000.0,,657789950.0,110250000.0,,107620000.0,,384760000.0,18590000.0,284420000.0,182480000.0,165210000.0,27570000.0,16639999.0,101590000.0,136220000.0,23880000.0,230880000.0,,250050000.0,,2421899800.0,5196250000.0,17130000.0,677000000.0,1985750000.0,361280000.0,3233379800.0,,1192920000.0,,290070000.0,39690000.0,9820000.0,710520000.0,25090000.0,102500000.0,1196110000.0,282180000.0,12000000.0,30970000.0,933450000.0,273580000.0,,,20000.0,2694310100.0,,610610000.0,32189998.0,282950000.0,,,605580000.0,157960000.0,620100000.0,,6180000.0,348989980.0,371490000.0,583419970.0,146570000.0,360160000.0,357740000.0,,369570020.0,505170020.0,106620000.0,262780000.0,419180000.0,60000.0,648510000.0,,79456140000.0,2038250000.0,60300000.0,534010020.0,872370000.0,,857130000.0,,,104760000.0,,359460000.0,2079999.9,,,419130020.0,64850000.0,1674900000.0,1039120000.0,52610000.0,71200000.0,160400000.0,304530000.0,1029040060.0,,,15730000.0,266900000.0,,,90030000.0,43100000.0,4675270000.0,17780000.0,157350000.0,164980000.0,958570000.0,,,680000.0,46490000.0,-7100000.0,638990000.0,1944490000.0,13840000.0,1836000000.0,360080000.0,,24690000.0,,24310000.0,46320000.0,9670000.0,665810000.0,79640000.0,59440000.0,1311600000.0,,600900030.0,460230000.0
1982,,27060000.0,160840000.0,,11990000.0,82310000.0,,12930000.0,,347309980.0,219320000.0,578440000.0,3420350200.0,,409589980.0,3580000.0,,,32360000.0,180000.0,278540000.0,474330000.0,22720000.0,630000.0,29910000.0,270360000.0,240110000.0,5990000.0,1288410000.0,382420000.0,579979970.0,966240000.0,243690000.0,179420000.0,102610000.0,138210000.0,162880000.0,92310000.0,1490000.0,83930000.0,,156460000.0,44630000.0,243090000.0,405100000.0,111460000.0,3696610000.0,11820000.0,,547789950.0,96930000.0,,164480000.0,,389400000.0,8310000.5,308029980.0,124640000.0,171590000.0,39900000.0,16370001.0,113390000.0,67410000.0,20870000.0,316130020.0,,292090000.0,,2322280000.0,4389880000.0,5660000.0,10490000.0,2112180000.0,409390000.0,2372950000.0,,1313980000.0,,95880000.0,40110000.0,8410000.0,95530000.0,15830000.0,102910000.0,507589980.0,274429980.0,282950000.0,22260000.0,1035099970.0,247830000.0,,,1870000.0,2248500000.0,,642650050.0,14250000.0,401690020.0,,,568940000.0,78950000.0,727500000.0,,6300000.0,391589980.0,562140000.0,500540000.0,129640000.0,327620000.0,335309980.0,,419520000.0,691690000.0,93840000.0,270770000.0,466170020.0,50000.0,357730020.0,,73873560000.0,2249090000.0,69640000.0,423570020.0,827680000.0,,837979970.0,,,183130000.0,,458050000.0,2210000.0,,,429770000.0,116610000.0,2002640000.0,777630000.0,53660000.0,71000000.0,225850000.0,457750000.0,1300119900.0,,,26540000.0,284460000.0,,,69620000.0,48520000.0,3039780000.0,27470000.0,176190000.0,207250000.0,969600000.0,,,610000.0,49200000.0,12910000.0,562820030.0,1665089900.0,16930000.0,1850670100.0,356020000.0,,18160000.0,,20710000.0,52190000.0,10060000.0,644390000.0,69490000.0,60450000.0,1606300000.0,,847360000.0,580370000.0
1983,,39950000.0,210880000.0,,11240000.0,96080000.0,,8920000.0,,389130020.0,238000000.0,499149980.0,2579290000.0,,670710000.0,2420000.0,,,38580000.0,200000.0,386060000.0,295200000.0,40120000.0,1000000.0,33740000.0,284050000.0,258850000.0,32240002.0,1654750000.0,441660000.0,355230000.0,916110000.0,294980000.0,125530000.0,101760000.0,156620000.0,531690020.0,96920000.0,970000.0,50270000.0,,178760000.0,27600000.0,152940000.0,266190000.0,135350000.0,3595770000.0,11820000.0,,935480000.0,92620000.0,,179150000.0,,300040000.0,9820000.0,184220000.0,109940000.0,175790000.0,30630000.0,20780000.0,141560000.0,41220000.0,23320000.0,370549980.0,,301360000.0,,1895080000.0,4956070000.0,132429990.0,18170000.0,3166360000.0,422090000.0,2247570200.0,,1067250000.0,,104260000.0,46220000.0,7850000.0,36000000.0,14360000.0,83470000.0,339220000.0,299880000.0,14450000.0,18940000.0,1157210000.0,287340000.0,,,1440000.0,1211030000.0,,497010020.0,25980000.0,377000000.0,,,593040000.0,134980000.0,720820030.0,,5250000.0,311989980.0,593669950.0,483180000.0,112080000.0,312650000.0,440730020.0,30000.0,508660000.0,480829980.0,119660000.0,270720000.0,462730020.0,70000.0,186240000.0,,71055640000.0,1707560100.0,77830000.0,644480000.0,1011460030.0,,918250000.0,,,109750000.0,,497090000.0,2800000.0,,,420560000.0,99120000.0,2567300000.0,877450000.0,38230000.0,73690000.0,183460000.0,590320000.0,938480000.0,,,34000000.0,12710000.0,,,86560000.0,42260000.0,2337580000.0,19480000.0,250970000.0,307570020.0,1006909950.0,,,1160000.0,50480000.0,16370001.0,571260000.0,921010000.0,12380000.0,1659470000.0,377900000.0,,16469999.0,,14660000.0,51410000.0,8830000.0,398570020.0,75390000.0,67860000.0,1154790000.0,,589800000.0,564990000.0
1984,,19730000.0,277520000.0,,9110000.0,92960000.0,,6360000.0,,399570020.0,220950000.0,517700000.0,2963680000.0,,565560000.0,25750000.0,,,38540000.0,230000.0,348130020.0,427080000.0,14670000.0,1890000.0,45750000.0,291190000.0,382370000.0,44530000.0,1987680000.0,373480000.0,542760000.0,921390000.0,289380000.0,145990000.0,120850000.0,183150000.0,471560000.0,98580000.0,920000.0,46200000.0,,287630000.0,42190000.0,342600000.0,393330000.0,189960000.0,4341430300.0,12050000.0,,1064300000.0,89980000.0,,224950000.0,,600820030.0,34090000.0,340930000.0,144590000.0,162060000.0,42780000.0,66960000.0,121470000.0,26550000.0,37680000.0,539110000.0,,303750000.0,,1791880100.0,4717129700.0,30490000.0,-1020000.0,2880239900.0,406440000.0,1872490000.0,,1167440000.0,,60620000.0,33520000.0,10140000.0,-53050000.0,13260000.0,90210000.0,205250000.0,324100000.0,13390000.0,15530000.0,1144540000.0,271160000.0,,,1170000.0,924080000.0,,439309980.0,13170000.0,239850000.0,,,946270000.0,34420000.0,619450000.0,,5810000.0,416620000.0,760780000.0,479930000.0,95340000.0,509660000.0,754830000.0,,391040000.0,455680000.0,94090000.0,316630000.0,423320000.0,80000.0,283070000.0,,75248000000.0,1651220000.0,147240000.0,703110000.0,898290000.0,,865990000.0,,,103640000.0,,514989980.0,3710000.0,,,479120000.0,84810000.0,1677140000.0,1007000000.0,95820000.0,54560000.0,161880000.0,545930000.0,1008990000.0,,,33580000.0,17090000.0,,,80990000.0,42420000.0,1729880000.0,20770000.0,328580000.0,317640000.0,1108900000.0,,,,43180000.0,14650000.0,504850020.0,617840000.0,17140000.0,1628890000.0,463149980.0,,18250000.0,,10980000.0,53340000.0,5400000.0,412820000.0,72360000.0,51300000.0,1511140000.0,,676760000.0,843890000.0
